location,size,total_sqft,bath,price,bhk,price_sqft
Hennur,2 BHK,1255,2,54.5,2,4342.629482
Hennur,2 BHK,1041,2,40.6,2,3900.096061
Hennur,2 BHK,1255,2,55.5,2,4422.310757
Hennur,2 BHK,1231,2,50,2,4061.738424
Hennur,5 Bedroom,2500,5,125,5,5000
Hennur,2 BHK,1160,2,49,2,4224.137931
Hennur,3 BHK,2400,3,135,3,5625
Hennur,2 BHK,1255,2,53.5,2,4262.948207
Hennur,2 BHK,1255,2,55.5,2,4422.310757
Hennur,2 BHK,1100,2,44.55,2,4050
Hennur,2 BHK,1255,2,57.5,2,4581.673307
Hennur,2 BHK,960,2,48,2,5000
Hennur,2 BHK,1020,2,48,2,4705.882353
Hennur,2 BHK,1255,2,52.32,2,4168.924303
Hennur,2 BHK,1295,2,64,2,4942.084942
Hennur,3 BHK,1935,3,102,3,5271.317829
Hennur,3 BHK,1345,2,69,3,5130.111524
Hennur,2 BHK,1255,2,58,2,4621.513944
Hennur,2 BHK,1420,2,62,2,4366.197183
Hennur,2 BHK,1155,2,54.5,2,4718.614719
Hennur,2 BHK,1255,2,52.32,2,4168.924303
Hennur,2 BHK,1255,2,52.35,2,4171.314741
Hennur,2 BHK,1255,2,54.5,2,4342.629482
Hennur,3 BHK,1830,2,113,3,6174.863388
Hennur,3 BHK,1830.5,3,84.205,3,4600.10926
Hennur,2 BHK,1255,2,55.5,2,4422.310757
Hennur,2 BHK,1255,2,53.57,2,4268.525896
Hennur,2 BHK,1255,2,56.5,2,4501.992032
Hennur,2 BHK,1050,2,42.73,2,4069.52381
Hennur,2 BHK,1295,2,62,2,4787.644788
Hennur Road,3 BHK,2089,3,140,3,6701.771182
Hennur Road,4 Bedroom,3203.5,2,224.5,4,7007.960044
Hennur Road,8 Bedroom,5000,8,250,8,5000
Hennur Road,2 BHK,1385,2,83.09,2,5999.277978
Hennur Road,2 BHK,1317.5,2,63.77,2,4840.227704
Hennur Road,3 Bedroom,2264,3,159,3,7022.968198
Hennur Road,2 BHK,1157,2,84,2,7260.155575
Hennur Road,3 BHK,1904,3,120,3,6302.521008
Hennur Road,3 BHK,1891,3,109,3,5764.145955
Hennur Road,3 BHK,1561,3,95,3,6085.842409
Hennur Road,3 BHK,2060,3,149,3,7233.009709
Hennur Road,3 BHK,1482,2,92,3,6207.82726
Hennur Road,2 BHK,1232,2,89,2,7224.025974
Hennur Road,2 BHK,1065,2,42.6,2,4000
Hennur Road,3 BHK,1482,2,87,3,5870.445344
Hennur Road,3 BHK,1891,3,139,3,7350.608144
Hennur Road,3 BHK,1703,3,101,3,5930.710511
Hennur Road,2 BHK,1232,2,69.61,2,5650.162338
Hennur Road,2 BHK,987,2,49,2,4964.539007
Hennur Road,3 BHK,2160,3,160,3,7407.407407
Hennur Road,3 BHK,1680,3,99.27,3,5908.928571
Hennur Road,2 BHK,1065,2,42.6,2,4000
Hennur Road,2 BHK,1385,2,83.09,2,5999.277978
Hennur Road,3 BHK,2350,3,174,3,7404.255319
Hennur Road,3 BHK,1586,3,93.94,3,5923.076923
Hennur Road,3 BHK,1975,3,123,3,6227.848101
Hennur Road,3 BHK,1290,2,94.5,3,7325.581395
Hennur Road,2 BHK,901,2,49.5,2,5493.895671
Hennur Road,3 BHK,1445,3,86.56,3,5990.311419
Hennur Road,3 BHK,1482,2,97,3,6545.209177
Hennur Road,2 BHK,1182,2,82.5,2,6979.695431
Hennur Road,2 BHK,1036,2,59.46,2,5739.382239
Hennur Road,3 BHK,1891,3,109,3,5764.145955
Hennur Road,2 BHK,1232,2,69.61,2,5650.162338
Hennur Road,3 BHK,2320,3,170,3,7327.586207
Hennur Road,3 BHK,1936,3,118,3,6095.041322
Hennur Road,2 BHK,1480,2,65,2,4391.891892
Hennur Road,3 BHK,1590,3,96.5,3,6069.18239
Hennur Road,3 BHK,1445,2,105,3,7266.435986
Hennur Road,2 BHK,1036,2,59.45,2,5738.416988
Hennur Road,3 BHK,1832,3,125,3,6823.144105
Hennur Road,2 BHK,1359,2,104,2,7652.685798
Hennur Road,2 BHK,1341,2,75.76,2,5649.515287
Hennur Road,2 BHK,1040,2,50,2,4807.692308
Hennur Road,2 BHK,1414,2,84.18,2,5953.323904
Hennur Road,3 BHK,1949,3,133,3,6824.012314
Hennur Road,2 BHK,1232,2,89,2,7224.025974
Hennur Road,3 BHK,1250,2,77.88,3,6230.4
Hennur Road,4 BHK,2502,4,180,4,7194.244604
Hennur Road,3 BHK,1831,3,110,3,6007.646095
Hennur Road,2 BHK,1232,2,87,2,7061.688312
Hennur Road,2 BHK,1232,2,74,2,6006.493506
Hennur Road,2 BHK,1232,2,66,2,5357.142857
Hennur Road,2 BHK,1341,2,95,2,7084.265474
Hennur Road,2 BHK,1232,2,88,2,7142.857143
Hennur Road,3 BHK,2365,4,175,3,7399.577167
Hennur Road,2 BHK,1310,2,66,2,5038.167939
Hennur Road,2 BHK,1015,2,50,2,4926.108374
Hennur Road,3 BHK,2264,3,168,3,7420.4947
Hennur Road,3 BHK,2002,3,120,3,5994.005994
Hennur Road,2 BHK,1232,2,69.6,2,5649.350649
Hennur Road,2 BHK,1195,2,73,2,6108.786611
Hennur Road,2 BHK,1020,2,47,2,4607.843137
Hennur Road,5 Bedroom,5100,6,375,5,7352.941176
Hennur Road,2 BHK,1061,2,54.92,2,5176.248822
Hennur Road,2 BHK,1020,2,45,2,4411.764706
Hennur Road,3 BHK,2041,3,128,3,6271.435571
Hennur Road,2 BHK,1232,2,87,2,7061.688312
Hennur Road,2 BHK,1066,2,52.23,2,4899.624765
Hennur Road,2 BHK,973,2,56,2,5755.395683
Hennur Road,2 BHK,1255,2,84,2,6693.227092
Hennur Road,2 BHK,1232,2,83,2,6737.012987
Hennur Road,3 BHK,1832,3,116,3,6331.877729
Hennur Road,3 BHK,2050,3,120,3,5853.658537
Hennur Road,3 BHK,1445,2,86.69,3,5999.307958
Hennur Road,3 BHK,1445,2,83,3,5743.944637
Hennur Road,3 BHK,1654,3,97.8,3,5912.938331
Hennur Road,3 BHK,1480,3,100,3,6756.756757
Hennur Road,3 BHK,1450,3,88.6,3,6110.344828
Hennur Road,2 BHK,1155,2,69.18,2,5989.61039
Hennur Road,2 BHK,1053,2,53,2,5033.238367
Hennur Road,2 BHK,1195,2,59,2,4937.238494
Hennur Road,3 BHK,1904,3,129,3,6775.210084
Hennur Road,3 BHK,1981,3,134,3,6764.260475
Hennur Road,2 BHK,1155,2,69.18,2,5989.61039
Hennur Road,3 BHK,1590,3,105,3,6603.773585
Hennur Road,3 BHK,2041,3,138,3,6761.391475
Hennur Road,3 BHK,1100,2,78,3,7090.909091
Hennur Road,4 Bedroom,1880,4,154,4,8191.489362
Hennur Road,2 BHK,1232,2,69.61,2,5650.162338
Hennur Road,3 BHK,1748,3,103,3,5892.448513
Hennur Road,2 BHK,1460,2,80.3,2,5500
Hennur Road,3 BHK,1933,3,140,3,7242.628039
Hennur Road,2 BHK,1030,2,46.5,2,4514.563107
Hennur Road,2 BHK,1232,2,69.61,2,5650.162338
Hennur Road,3 BHK,1445,2,89.56,3,6197.923875
Hennur Road,2 BHK,973,2,50.74,2,5214.799589
Hennur Road,3 BHK,1305,2,77,3,5900.383142
Hennur Road,2 BHK,1165,2,67,2,5751.072961
Hennur Road,2 BHK,980,2,51,2,5204.081633
Hennur Road,2 BHK,1232,2,80,2,6493.506494
Hennur Road,2 BHK,1085,2,43.4,2,4000
Hennur Road,2 BHK,950,2,55,2,5789.473684
Hennur Road,2 BHK,1140,2,56,2,4912.280702
Hennur Road,3 BHK,1891,3,110,3,5817.028027
Hennur Road,2 BHK,1165,2,52,2,4463.519313
Hennur Road,2 BHK,1450,2,80,2,5517.241379
Hennur Road,2 BHK,1155,2,69.18,2,5989.61039
Hennur Road,3 BHK,1936,3,131,3,6766.528926
Hoodi,2 BHK,985,2,67,2,6802.030457
Hoodi,2 BHK,1425,2,80,2,5614.035088
Hoodi,2 BHK,1420,2,75,2,5281.690141
Hoodi,3 BHK,1639,3,110,3,6711.409396
Hoodi,3 BHK,1639,3,98.32,3,5998.779744
Hoodi,2 BHK,1026,2,60.87,2,5932.748538
Hoodi,2 BHK,1050,2,50,2,4761.904762
Hoodi,2 BHK,1400,2,78,2,5571.428571
Hoodi,5 Bedroom,2400,5,160,5,6666.666667
Hoodi,2 BHK,1196,2,71.74,2,5998.327759
Hoodi,2 BHK,1500,2,84,2,5600
Hoodi,2 BHK,1055,2,57.63,2,5462.559242
Hoodi,3 BHK,1925,2,114,3,5922.077922
Hoodi,2 BHK,1400,2,82,2,5857.142857
Hoodi,1 BHK,706,1,48.24,1,6832.86119
Hoodi,2 BHK,1257,2,69,2,5489.260143
Hoodi,2 BHK,1132,2,67.9,2,5998.233216
Hoodi,3 BHK,1925,3,110,3,5714.285714
Hoodi,2 BHK,1257,2,71.03,2,5650.755768
Hoodi,2 BHK,1305,2,75,2,5747.126437
Hoodi,2 BHK,1240,2,65,2,5241.935484
Hoodi,2 BHK,1108,2,74.23,2,6699.458484
Hoodi,2 BHK,1257,2,68.5,2,5449.482896
Hoodi,2 BHK,1000,2,48,2,4800
Hoodi,2 BHK,1063,2,61.17,2,5754.468485
Hoodi,2 BHK,1259,2,69.45,2,5516.282764
Hoodi,1 BHK,711,1,42.65,1,5998.59353
Hoodi,1 BHK,863,1,40.55,1,4698.725377
Hoodi,3 BHK,1715,2,100,3,5830.90379
Hoodi,2 BHK,1447,3,76,2,5252.246026
Hoodi,3 BHK,2144,3,140,3,6529.850746
Hoodi,2 BHK,1108,2,66.46,2,5998.194946
Hoodi,3 BHK,1837,3,110,3,5988.023952
Hoodi,4 Bedroom,3385,4,220,4,6499.261448
Hoodi,2 BHK,1181,2,55,2,4657.070279
Hoodi,3 BHK,1490,3,85,3,5704.697987
Hoodi,2 BHK,1258.5,2,59.135,2,4698.847835
Horamavu Agara,2 BHK,1200,2,45,2,3750
Horamavu Agara,3 BHK,1560,3,75,3,4807.692308
Horamavu Agara,2 BHK,755,2,37.49,2,4965.562914
Horamavu Agara,2 BHK,982,2,47.65,2,4852.342159
Horamavu Agara,3 BHK,1650,2,75,3,4545.454545
Horamavu Agara,2 BHK,950,2,39,2,4105.263158
Horamavu Agara,3 BHK,1756,3,92,3,5239.179954
Horamavu Agara,2 BHK,1106,2,43.09,2,3896.0217
Horamavu Agara,2 BHK,1079,2,41,2,3799.814643
Horamavu Agara,3 BHK,1265,2,65,3,5138.339921
Horamavu Agara,2 BHK,1060,2,37,2,3490.566038
Horamavu Agara,2 BHK,1107.83,2,41.51,2,3746.964787
Horamavu Agara,2 BHK,980,2,38.19,2,3896.938776
Horamavu Agara,3 BHK,1250,3,65,3,5200
Horamavu Agara,2 BHK,1145,2,41.21,2,3599.126638
Horamavu Agara,5 Bedroom,2400,3,80,5,3333.333333
Horamavu Agara,2 BHK,1000,2,46,2,4600
Horamavu Agara,2 BHK,760,2,37.49,2,4932.894737
Horamavu Agara,2 BHK,1150,2,42,2,3652.173913
Horamavu Agara,2 BHK,750,2,37.49,2,4998.666667
Horamavu Agara,1 BHK,625,1,27,1,4320
Horamavu Agara,2 BHK,1080,2,38,2,3518.518519
Horamavu Agara,2 BHK,994,2,42.28,2,4253.521127
Horamavu Agara,2 BHK,1107.83,2,41.51,2,3746.964787
Horamavu Agara,2 BHK,1090,2,46,2,4220.183486
Horamavu Agara,3 Bedroom,1400,3,63,3,4500
Horamavu Agara,3 BHK,1557,3,70,3,4495.825305
Horamavu Agara,2 BHK,1058,2,47,2,4442.344045
Horamavu Banaswadi,2 BHK,1460,2,80.5,2,5513.69863
Horamavu Banaswadi,2 BHK,1156,2,46,2,3979.238754
Horamavu Banaswadi,2 BHK,1180,2,58,2,4915.254237
Horamavu Banaswadi,2 BHK,1307,2,51.6,2,3947.972456
Horamavu Banaswadi,6 Bedroom,3800,8,200,6,5263.157895
Horamavu Banaswadi,2 BHK,1357,2,54,2,3979.366249
Horamavu Banaswadi,2 BHK,925,2,38,2,4108.108108
Horamavu Banaswadi,2 BHK,1272,2,48,2,3773.584906
Horamavu Banaswadi,2 BHK,1225,2,49.5,2,4040.816327
Horamavu Banaswadi,2 BHK,1272,2,51.5,2,4048.742138
Horamavu Banaswadi,2 BHK,1272,2,51.5,2,4048.742138
Horamavu Banaswadi,2 BHK,1156,2,46.9,2,4057.093426
Horamavu Banaswadi,2 BHK,1200,2,45,2,3750
Horamavu Banaswadi,2 BHK,1254,2,47,2,3748.00638
Horamavu Banaswadi,3 BHK,1610,3,68,3,4223.602484
Horamavu Banaswadi,2 BHK,1210,2,50,2,4132.231405
Horamavu Banaswadi,2 BHK,1357,2,54,2,3979.366249
Horamavu Banaswadi,2 BHK,1272,2,50,2,3930.81761
Horamavu Banaswadi,2 BHK,1200,2,45,2,3750
Horamavu Banaswadi,2 BHK,1025,2,45,2,4390.243902
Horamavu Banaswadi,2 BHK,1081,2,52,2,4810.360777
Horamavu Banaswadi,2 BHK,1000,2,50,2,5000
Hormavu,2 BHK,1500,2,78,2,5200
Hormavu,2 BHK,1150,2,55,2,4782.608696
Hormavu,2 BHK,1180,2,50,2,4237.288136
Hormavu,2 Bedroom,1200,2,67,2,5583.333333
Hormavu,2 Bedroom,1200,3,70,2,5833.333333
Hormavu,2 BHK,1175,2,52,2,4425.531915
Hormavu,1 BHK,1351,2,53,1,3923.019985
Hormavu,2 BHK,1141,2,44.4,2,3891.323401
Hormavu,2 BHK,1130,2,42.3,2,3743.362832
Hormavu,3 BHK,1725,3,85,3,4927.536232
Hormavu,2 BHK,1153,2,65,2,5637.467476
Hormavu,2 BHK,1150,2,53.11,2,4618.26087
Hormavu,2 BHK,1123,2,56,2,4986.642921
Hormavu,3 BHK,1385,2,69,3,4981.949458
Hormavu,2 BHK,1030,2,49.35,2,4791.262136
Hormavu,2 BHK,1018,2,50.8,2,4990.176817
Hormavu,3 BHK,1555,3,75,3,4823.151125
Hormavu,2 BHK,1143,2,53,2,4636.920385
Hormavu,2 BHK,1100,2,38,2,3454.545455
Hormavu,2 BHK,1000,2,50,2,5000
Hormavu,2 BHK,1200,2,68,2,5666.666667
Hormavu,2 BHK,1200,2,68,2,5666.666667
Hormavu,2 BHK,765,2,37.49,2,4900.653595
Hormavu,2 BHK,1081.5,2,38.665,2,3575.127138
Hormavu,2 BHK,1250,2,60,2,4800
Hormavu,2 BHK,965,2,37.15,2,3849.740933
Hormavu,1 BHK,583,1,28.275,1,4849.914237
Hormavu,2 BHK,1129,2,44,2,3897.254207
Hormavu,3 BHK,1385,2,69.25,3,5000
Hormavu,2 BHK,1165,2,40,2,3433.476395
Hormavu,2 BHK,1065,2,50.92,2,4781.220657
Hormavu,2 BHK,1046,2,60,2,5736.137667
Hormavu,2 BHK,1400,2,75,2,5357.142857
Hormavu,3 BHK,1365,2,65,3,4761.904762
Hormavu,2 BHK,1196,2,44.8,2,3745.819398
Hormavu,2 BHK,1263,2,47.36,2,3749.802059
Hormavu,2 BHK,1015,2,39.08,2,3850.246305
Hormavu,2 Bedroom,1200,2,73,2,6083.333333
Hormavu,2 BHK,1250,2,65,2,5200
Hormavu,2 BHK,1075,2,53.7,2,4995.348837
Hormavu,2 BHK,980,2,42,2,4285.714286
Hormavu,2 BHK,1075,2,53.7,2,4995.348837
Hormavu,4 BHK,2282,4,115,4,5039.439089
Hormavu,2 BHK,1206,2,55,2,4560.53068
Hormavu,2 BHK,1310,2,67,2,5114.503817
Hormavu,2 BHK,1310,2,60,2,4580.152672
Hormavu,2 BHK,1020,2,45.75,2,4485.294118
Hormavu,2 BHK,1210,2,69,2,5702.479339
Hosa Road,3 BHK,1652,3,85,3,5145.27845
Hosa Road,2 BHK,1161,2,55.15,2,4750.215332
Hosa Road,2 BHK,1161,2,55.15,2,4750.215332
Hosa Road,2 BHK,1365,2,92,2,6739.92674
Hosa Road,2 BHK,1243,2,48.5,2,3901.850362
Hosa Road,3 BHK,1332,2,86.12,3,6465.465465
Hosa Road,1 BHK,615,1,28.29,1,4600
Hosa Road,3 BHK,1318,2,85.28,3,6470.409712
Hosa Road,2 BHK,1133,2,52,2,4589.585172
Hosa Road,2 BHK,1016,2,40,2,3937.007874
Hosa Road,2 BHK,972,2,40,2,4115.226337
Hosa Road,2 BHK,1161,2,55.15,2,4750.215332
Hosa Road,3 BHK,1532,3,98.13,3,6405.35248
Hosa Road,3 BHK,1680,3,101,3,6011.904762
Hosa Road,2 Bedroom,880,2,50,2,5681.818182
Hosa Road,3 BHK,1533,3,98.18,3,6404.435747
Hosa Road,2 BHK,1040,2,68.59,2,6595.192308
Hosa Road,2 BHK,1040,2,61,2,5865.384615
Hosa Road,2 BHK,1245,2,62,2,4979.919679
Hosa Road,3 BHK,1311,2,84.86,3,6472.921434
Hosa Road,1 BHK,800,1,39.99,1,4998.75
Hosa Road,2 BHK,1364,2,64.79,2,4750
Hosa Road,2 BHK,1016,2,45,2,4429.133858
Hosa Road,2 BHK,1360,2,77.61,2,5706.617647
Hosa Road,2 BHK,1170,2,65,2,5555.555556
Hosa Road,2 BHK,1161,2,55.15,2,4750.215332
Hosa Road,3 BHK,1470,2,84.22,3,5729.251701
Hosa Road,2 BHK,1161,2,48.75,2,4198.966408
Hosa Road,2 BHK,1016,2,39.95,2,3932.086614
Hosakerehalli,3 BHK,2378,3,262,3,11017.6619
Hosakerehalli,3 BHK,2376,3,203,3,8543.771044
Hosakerehalli,4 BHK,3205,5,380,4,11856.47426
Hosakerehalli,4 BHK,3024,5,350,4,11574.07407
Hosakerehalli,5 Bedroom,2400,5,250,5,10416.66667
Hosakerehalli,3 BHK,1817,4,153,3,8420.473308
Hosakerehalli,2 BHK,1304,2,100,2,7668.711656
Hosakerehalli,3 BHK,2480,3,245,3,9879.032258
Hosakerehalli,2 BHK,925,2,46.5,2,5027.027027
Hosakerehalli,3 BHK,2480,4,260,3,10483.87097
Hosakerehalli,3 BHK,1596,3,79.8,3,5000
Hosakerehalli,3 Bedroom,1200,2,100,3,8333.333333
Hosakerehalli,4 BHK,3205,4,300,4,9360.374415
Hosakerehalli,4 BHK,3033,4,326,4,10748.43389
Hosakerehalli,2 Bedroom,600,2,65,2,10833.33333
Hosakerehalli,3 BHK,2480,4,265,3,10685.48387
Hosakerehalli,2 BHK,925,2,46.25,2,5000
Hosakerehalli,3 BHK,2376,3,240,3,10101.0101
Hosakerehalli,5 Bedroom,1500,6,145,5,9666.666667
Hoskote,3 BHK,1250,3,50,3,4000
Hoskote,3 BHK,1225,3,40,3,3265.306122
Hoskote,3 BHK,1740,3,60,3,3448.275862
Hoskote,2 BHK,1170,2,45,2,3846.153846
Hoskote,3 Bedroom,1200,3,57,3,4750
Hoskote,3 BHK,1069,2,38,3,3554.724041
Hoskote,2 BHK,1095,2,33.6,2,3068.493151
Hoskote,2 BHK,1065,2,31.5,2,2957.746479
Hoskote,3 BHK,1395,2,63,3,4516.129032
Hoskote,2 BHK,1065,2,28.5,2,2676.056338
Hoskote,2 BHK,945,2,35,2,3703.703704
Hoskote,2 BHK,1003.5,2,28.095,2,2799.701046
Hoskote,2 BHK,1065,2,33.75,2,3169.014085
Hoskote,1 BHK,509,1,23,1,4518.664047
Hosur Road,2 BHK,1656,2,120,2,7246.376812
Hosur Road,2 BHK,1194,2,69,2,5778.894472
Hosur Road,5 Bedroom,3300,5,240,5,7272.727273
Hosur Road,3 BHK,1510,2,105,3,6953.642384
Hosur Road,3 BHK,1427,2,80.63,3,5650.315347
Hosur Road,3 BHK,1508,2,110,3,7294.429708
Hosur Road,1 BHK,460,1,21,1,4565.217391
Hosur Road,2 BHK,1179,2,49,2,4156.064461
Hosur Road,2 BHK,950,2,60,2,6315.789474
Hosur Road,2 BHK,1194,2,71.64,2,6000
Hosur Road,3 BHK,1766,3,130,3,7361.268403
Hosur Road,3 BHK,1689,3,103,3,6098.283008
Hosur Road,5 Bedroom,3600,5,180,5,5000
Hosur Road,2 BHK,1170,2,48,2,4102.564103
Hosur Road,2 BHK,1250,2,55,2,4400
Hosur Road,3 BHK,1689,3,103,3,6098.283008
Hosur Road,4 Bedroom,2000,4,130,4,6500
Hosur Road,2 BHK,1250,2,65,2,5200
Hosur Road,3 BHK,1689,3,103,3,6098.283008
Hosur Road,2 BHK,1223,2,93,2,7604.25184
Hosur Road,3 BHK,1919,3,117,3,6096.925482
Hulimavu,2 BHK,1125,2,50,2,4444.444444
Hulimavu,2 BHK,1242,2,51,2,4106.280193
Hulimavu,3 BHK,1823,3,100,3,5485.463522
Hulimavu,2 BHK,1300,2,36,2,2769.230769
Hulimavu,2 BHK,1080,2,43.2,2,4000
Hulimavu,2 BHK,1100,2,71.5,2,6500
Hulimavu,1 BHK,688,1,50,1,7267.44186
Hulimavu,2 BHK,1255,2,73,2,5816.733068
Hulimavu,4 Bedroom,1200,4,75,4,6250
Hulimavu,2 BHK,1058,2,48,2,4536.862004
Hulimavu,2 BHK,1375,2,80,2,5818.181818
Hulimavu,2 BHK,1248,2,69,2,5528.846154
Hulimavu,3 BHK,1818,3,135,3,7425.742574
Hulimavu,2 BHK,1225,2,55,2,4489.795918
Hulimavu,2 BHK,1255,2,74,2,5896.414343
Hulimavu,2 BHK,1175,2,45,2,3829.787234
Hulimavu,2 BHK,1255,2,69,2,5498.007968
Hulimavu,2 BHK,1255,2,66,2,5258.964143
Hulimavu,3 BHK,3035,5,271,3,8929.159802
Hulimavu,3 BHK,3035,5,220,3,7248.764415
Hulimavu,2 BHK,1127,2,65,2,5767.524401
Hulimavu,2 BHK,1200,2,50,2,4166.666667
Hulimavu,2 Bedroom,1200,2,75,2,6250
Hulimavu,3 BHK,1430,2,90,3,6293.706294
Hulimavu,2 BHK,850,1,39.5,2,4647.058824
Hulimavu,2 BHK,1000,2,45,2,4500
Hulimavu,4 BHK,3560,5,318,4,8932.58427
Hulimavu,2 BHK,1011,2,38,2,3758.654797
Hulimavu,2 BHK,1276,2,76,2,5956.112853
Hulimavu,2 Bedroom,1500,2,90,2,6000
Hulimavu,2 BHK,1315,2,60.48,2,4599.239544
Hulimavu,2 BHK,1021,2,76,2,7443.682664
Hulimavu,1 BHK,581,1,29,1,4991.394148
Hulimavu,2 BHK,935,2,45,2,4812.834225
Hulimavu,2 Bedroom,1050,2,125,2,11904.7619
Hulimavu,4 Bedroom,1200,4,75,4,6250
Hulimavu,3 BHK,1260,2,82,3,6507.936508
Hulimavu,1 BHK,450,1,20,1,4444.444444
Hulimavu,2 BHK,1231,2,84.5,2,6864.337937
Hulimavu,3 BHK,1916,2,150,3,7828.810021
Hulimavu,2 BHK,1115,2,44.6,2,4000
ISRO Layout,6 Bedroom,4400,6,250,6,5681.818182
ISRO Layout,2 BHK,1000,2,60,2,6000
ISRO Layout,2 BHK,1180,2,52,2,4406.779661
ISRO Layout,2 BHK,1000,2,60,2,6000
ISRO Layout,3 BHK,1310,2,68,3,5190.839695
ISRO Layout,4 Bedroom,4200,4,255,4,6071.428571
ISRO Layout,2 BHK,1050,2,51,2,4857.142857
ISRO Layout,3 BHK,1370,2,87,3,6350.364964
ITPL,3 Bedroom,1200,3,56.12,3,4676.666667
ITPL,3 BHK,1548,3,89.5,3,5781.653747
ITPL,3 Bedroom,1200,3,68.4,3,5700
ITPL,3 Bedroom,1200,3,56.12,3,4676.666667
ITPL,3 Bedroom,1200,3,56.12,3,4676.666667
ITPL,3 Bedroom,1500,3,61.52,3,4101.333333
ITPL,4 BHK,5667.5,5,300,4,5293.339215
Iblur Village,3 BHK,3235,3,235,3,7264.296754
Iblur Village,4 BHK,3596,5,290,4,8064.516129
Iblur Village,3 BHK,1920,3,130,3,6770.833333
Iblur Village,3 BHK,1995,3,135,3,6766.917293
Iblur Village,4 BHK,3596,5,282,4,7842.046719
Iblur Village,3 BHK,1918,3,129,3,6725.755996
Iblur Village,3 BHK,2100,4,145,3,6904.761905
Iblur Village,3 BHK,1920,3,150,3,7812.5
Iblur Village,3 BHK,1920,3,130,3,6770.833333
Iblur Village,3 BHK,1920,3,150,3,7812.5
Iblur Village,3 BHK,2000,4,138,3,6900
Iblur Village,4 BHK,3596,5,260,4,7230.25584
Iblur Village,4 BHK,3596,5,279,4,7758.62069
Iblur Village,3 BHK,2666,4,200,3,7501.875469
Iblur Village,5 BHK,5384,5,420,5,7800.89153
Iblur Village,4 BHK,3596,5,297,4,8259.176863
Iblur Village,5 BHK,5515,6,425,5,7706.255666
Iblur Village,3 BHK,1920,3,130,3,6770.833333
Iblur Village,4 BHK,3596,4,268,4,7452.72525
Indira Nagar,2 BHK,1200,2,93,2,7750
Indira Nagar,2 BHK,1128,2,105,2,9308.510638
Indira Nagar,3 BHK,2800,3,330,3,11785.71429
Indira Nagar,3 BHK,1650,3,200,3,12121.21212
Indira Nagar,2 BHK,1210,2,102,2,8429.752066
Indira Nagar,2 BHK,1224,2,105,2,8578.431373
Indira Nagar,3 BHK,2070,3,225,3,10869.56522
Indira Nagar,1 Bedroom,500,1,70,1,14000
Indira Nagar,2 BHK,1400,2,168,2,12000
Indira Nagar,4 Bedroom,2400,4,525,4,21875
Indira Nagar,2 BHK,1145,2,100,2,8733.624454
Indira Nagar,2 BHK,1470,2,170,2,11564.62585
Indira Nagar,3 BHK,2700,3,324,3,12000
Indira Nagar,1 BHK,850,1,57,1,6705.882353
Indira Nagar,8 Bedroom,3250,8,600,8,18461.53846
Indira Nagar,3 BHK,2601,4,312,3,11995.38639
Indira Nagar,2 BHK,1260,2,100,2,7936.507937
Indira Nagar,3 BHK,1740,3,191,3,10977.01149
Indira Nagar,3 BHK,1650,3,220,3,13333.33333
Indira Nagar,3 Bedroom,1440,3,275,3,19097.22222
Indira Nagar,2 BHK,1475,2,171,2,11593.22034
Indira Nagar,4 BHK,3200,4,440,4,13750
Indira Nagar,4 BHK,4000,4,700,4,17500
Indira Nagar,1 BHK,850,1,60,1,7058.823529
Indira Nagar,4 Bedroom,2400,4,405,4,16875
Indira Nagar,5 Bedroom,1800,5,350,5,19444.44444
Indira Nagar,3 BHK,1650,3,200,3,12121.21212
Indira Nagar,4 BHK,2800,4,365,4,13035.71429
Indira Nagar,2 BHK,1260,2,120,2,9523.809524
Indira Nagar,2 BHK,1149,2,130,2,11314.18625
Indira Nagar,6 Bedroom,2400,6,475,6,19791.66667
JP Nagar,3 BHK,1850,3,150,3,8108.108108
JP Nagar,5 BHK,5520,2,375,5,6793.478261
JP Nagar,2 BHK,1100,2,70,2,6363.636364
JP Nagar,2 BHK,940,2,49,2,5212.765957
JP Nagar,4 BHK,4624.5,4,314.5,4,6800.735215
JP Nagar,2 BHK,1078,2,45,2,4174.397032
JP Nagar,1 BHK,1050,1,44,1,4190.47619
JP Nagar,2 BHK,1352.5,2,93.865,2,6940.110906
JP Nagar,2 BHK,1200,2,62,2,5166.666667
JP Nagar,2 BHK,1300,2,90.87,2,6990
JP Nagar,3 BHK,1315,2,85.4,3,6494.296578
JP Nagar,3 BHK,1690,3,112,3,6627.218935
JP Nagar,1 BHK,750,1,52.5,1,7000
JP Nagar,2 BHK,1200,2,78,2,6500
JP Nagar,3 BHK,1850,2,110,3,5945.945946
JP Nagar,2 BHK,1100,2,45,2,4090.909091
JP Nagar,2 BHK,1197,2,47.88,2,4000
JP Nagar,7 Bedroom,2700,4,160,7,5925.925926
JP Nagar,2 BHK,820,2,45,2,5487.804878
JP Nagar,3 BHK,1750,3,123,3,7028.571429
JP Nagar,3 BHK,2195,2,152,3,6924.829157
JP Nagar,3 BHK,3496.5,2,237.5,3,6792.506793
JP Nagar,1 BHK,745,1,34.27,1,4600
JP Nagar,6 Bedroom,1800,6,68,6,3777.777778
JP Nagar,2 BHK,1150,2,90,2,7826.086957
JP Nagar,3 BHK,1960,3,138,3,7040.816327
JP Nagar,2 BHK,1250,2,60,2,4800
